,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,t,x0,x1,u,L,inst_cost,ctg,path_diff
0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,1.6579014838873116,0.0,0.0781177082,0.3577663874,0.1815434247
1,1,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.1,-0.08714262,-0.7470672316,1.0713378438294194,0.0781177082,0.0457789086,0.2796486792,0.1815434247
2,2,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.2,-0.1530530252,-0.5740230421,1.0435459214696443,0.1238966168,0.0285499334,0.2338697706,0.1815434247
3,3,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,0.3,-0.2026304613,-0.4200910138,0.7514276184709845,0.1524465502,0.0185206259,0.2053198372,0.1815434247
4,4,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.4,-0.2389724602,-0.308606253,-0.4121157212957736,0.1709671761,0.0164101197999999,0.1867992113,0.1815434247
5,5,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,0.5,-0.27033371,-0.3184565753,-0.7100902962678498,0.1873772959,0.0198881644,0.1703890915,0.1815434247
6,6,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,0.6,-0.3040736865,-0.3557256285,-0.727748677546513,0.2072654603,0.0246523167999999,0.1505009271,0.1815434247
7,7,7.0,7.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,0.7,-0.3414457085,-0.3911284743,-1.0215061906576346,0.2319177771,0.0314497339,0.1258486103,0.1815434247
8,8,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,0.8,-0.3836078046,-0.4511169972,-1.1229650984717667,0.263367511,0.0406586883,0.0943988764,0.1815434247
9,9,9.0,9.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,0.9,-0.431969365,-0.5150519467,-1.4660103465202614,0.3040261993,0.0537401880999999,0.0537401880999999,0.1815434247
10,10,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,1.8423924351057075,0.0,0.0769656897,0.3446203918,0.190698421
11,11,11.0,11.0,11.0,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,0.1,-0.0862501603,-0.7295105962,1.0934502621410338,0.0769656897,0.0434475192999999,0.2676547021,0.190698421
12,12,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,0.2,-0.1503828683,-0.556032862,0.9977177509428838,0.120413209,0.0269082194999999,0.2242071828,0.190698421
13,13,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,0.3,-0.1984700024,-0.4081739528,0.5889363979406914,0.1473214285,0.0179349357,0.1972989633,0.190698421
14,14,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,0.4,-0.2344639875,-0.3132863278,-0.2714136418691449,0.1652563642,0.0159865735999999,0.1793640275999999,0.190698421
15,15,15.0,15.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,0.5,-0.2655901005,-0.309301579,-0.6861774551873571,0.1812429378,0.0189167506999999,0.1633774539999999,0.190698421
16,16,16.0,16.0,16.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,0.6,-0.2983431883,-0.3451662368,-0.7725751628565016,0.2001596885,0.0237119973,0.1444607033,0.190698421
17,17,17.0,17.0,17.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,0.7,-0.3349271883,-0.3858397531,-0.8925374557578576,0.2238716858,0.0298763448,0.1207487059999999,0.190698421
18,18,18.0,18.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,0.8,-0.3759620944,-0.4340585925,-1.1943152213112933,0.2537480306,0.0388563399999999,0.0908723611999999,0.190698421
19,19,19.0,19.0,19.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,0.9,-0.4230455295,-0.5064066796,-1.47179224746389,0.2926043706,0.0520160211999999,0.0520160211999999,0.190698421
20,20,20.0,20.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,1.7706273254578009,0.0,0.07740726,0.3581148854,0.1826796831
21,21,21.0,21.0,21.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,0.1,-0.0865973181,-0.7363399493,1.16602997655018,0.07740726,0.0439497574,0.2807076254,0.1826796831
22,22,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,0.2,-0.1510288269,-0.5553054429,0.8073336101402516,0.1213570174,0.0275538685999999,0.236757868,0.1826796831
23,23,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,0.3,-0.1999677048,-0.425633204,0.7749316088311929,0.148910886,0.0187391306999999,0.2092039994,0.1826796831
24,24,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,0.4,-0.2367234134,-0.3113843345,-0.3737610230652166,0.1676500167,0.0163337039,0.1904648687,0.1826796831
25,25,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,0.5,-0.2681635333,-0.3173203169,-0.625581979051026,0.1839837206,0.0193458805999999,0.1741311648,0.1826796831
26,26,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,0.6,-0.3013865778,-0.3466554703,-0.9636597477389884,0.2033296012,0.0249027561,0.1547852842,0.1826796831
27,27,27.0,27.0,27.0,27.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,0.7,-0.339036704,-0.4053713188,-0.8302674030332009,0.2282323573,0.03147465,0.1298825281,0.1826796831
28,28,28.0,28.0,28.0,28.0,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,0.8,-0.3816290632,-0.4458057,-1.3869255790942088,0.2597070073,0.0416285437999999,0.0984078781,0.1826796831
29,29,29.0,29.0,29.0,29.0,29.0,29.0,,,,,,,,,,,,,,,,,,,,,,0.9,-0.4307621499,-0.5353651712,-1.5804119876364329,0.3013355511,0.0567793343,0.0567793343,0.1826796831
30,30,30.0,30.0,30.0,30.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,1.5953558906203968,0.0,0.0785207757,0.3683313868,0.1746142708
31,31,31.0,31.0,31.0,31.0,31.0,31.0,,,,,,,,,,,,,,,,,,,,,,0.1,-0.0874451792,-0.7530192318,1.0215720278659155,0.0785207757,0.0468026892999999,0.2898106111,0.1746142708
32,32,32.0,32.0,32.0,32.0,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,0.2,-0.1541627275,-0.5841444806,1.0623789966294672,0.125323465,0.0295063791,0.2430079218,0.1746142708
33,33,33.0,33.0,33.0,33.0,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,0.3,-0.2046122424,-0.4274570661,0.7048659530346348,0.1548298441,0.0192698899999999,0.2135015427,0.1746142708
34,34,34.0,34.0,34.0,34.0,34.0,34.0,,,,,,,,,,,,,,,,,,,,,,0.4,-0.2418804533,-0.3197022599,-0.3794254978556389,0.1740997341,0.0171421199,0.1942316527,0.1746142708
35,35,35.0,35.0,35.0,35.0,35.0,35.0,,,,,,,,,,,,,,,,,,,,,,0.5,-0.2741395338,-0.3253857292,-0.3949584907337671,0.191241854,0.0193356719999999,0.1770895328,0.1746142708
36,36,36.0,36.0,36.0,36.0,36.0,36.0,,,,,,,,,,,,,,,,,,,,,,0.6,-0.307014585,-0.332006527,-1.0225459876407266,0.210577526,0.0244680416,0.1577538608,0.1746142708
37,37,37.0,37.0,37.0,37.0,37.0,37.0,,,,,,,,,,,,,,,,,,,,,,0.7,-0.3435555808,-0.39772013,-1.1078250729432415,0.2350455676,0.0326290498999999,0.1332858192,0.1746142708
38,38,38.0,38.0,38.0,38.0,38.0,38.0,,,,,,,,,,,,,,,,,,,,,,0.8,-0.3867625541,-0.465295664,-1.370167369501938,0.2676746175,0.0438704315,0.1006567693,0.1746142708
39,39,39.0,39.0,39.0,39.0,39.0,39.0,,,,,,,,,,,,,,,,,,,,,,0.9,-0.4376692796,-0.5514056755,-1.2420394229677827,0.311545049,0.0567863377999999,0.0567863377999999,0.1746142708
40,40,40.0,40.0,40.0,40.0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,1.7063232060604483,0.0,0.0778100098,0.3644585454,0.1798194288
41,41,41.0,41.0,41.0,41.0,41.0,41.0,,,,,,,,,,,,,,,,,,,,,,0.1,-0.086908384,-0.7424592954,1.1911357954793726,0.0778100098,0.0445985765,0.2866485356,0.1798194288
42,42,42.0,42.0,42.0,42.0,42.0,42.0,,,,,,,,,,,,,,,,,,,,,,0.2,-0.1518007774,-0.5584533225,0.9422647211128548,0.1224085863,0.0273819651,0.2420499591,0.1798194288
43,43,43.0,43.0,43.0,43.0,43.0,43.0,,,,,,,,,,,,,,,,,,,,,,0.3,-0.2003864978,-0.4156411299,0.4410301106926961,0.1497905514,0.0189969992,0.214667994,0.1798194288
44,44,44.0,44.0,44.0,44.0,44.0,44.0,,,,,,,,,,,,,,,,,,,,,,0.4,-0.2378065666,-0.3341180501,-0.1876593470040156,0.1687875506,0.0171889507,0.1956709948,0.1798194288
45,45,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,,,,,,,,,,,,,,,,,0.5,-0.2705099802,-0.3201805712,-0.6691900257147445,0.1859765013,0.0198458514999999,0.1784820441,0.1798194288
46,46,46.0,46.0,46.0,46.0,46.0,46.0,,,,,,,,,,,,,,,,,,,,,,0.6,-0.3042161692,-0.3533933847,-0.8336490381780226,0.2058223528,0.0249730220999999,0.1586361926,0.1798194288
47,47,47.0,47.0,47.0,47.0,47.0,47.0,,,,,,,,,,,,,,,,,,,,,,0.7,-0.3418785288,-0.3990959289,-0.9968951526713584,0.2307953749,0.0320217889999999,0.1336631705,0.1798194288
48,48,48.0,48.0,48.0,48.0,48.0,48.0,,,,,,,,,,,,,,,,,,,,,,0.8,-0.384679766,-0.4559842071,-1.426685363125372,0.2628171639,0.0431378556,0.1016413815,0.1798194288
49,49,49.0,49.0,49.0,49.0,49.0,49.0,,,,,,,,,,,,,,,,,,,,,,0.9,-0.4349738033,-0.548358706,-1.5561100381008224,0.3059550195,0.0585035259,0.0585035259,0.1798194288
50,50,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,1.7453639182513792,0.0,0.077564691,0.3424987475,0.1891954209999999
51,51,51.0,51.0,51.0,51.0,51.0,51.0,,,,,,,,,,,,,,,,,,,,,,0.1,-0.0867195278,-0.7387440804,1.3037183333376618,0.077564691,0.0435998408999999,0.2649340565,0.1891954209999999
52,52,52.0,52.0,52.0,52.0,52.0,52.0,,,,,,,,,,,,,,,,,,,,,,0.2,-0.1507137662,-0.5443780086,1.0221756760018534,0.1211645319,0.0257599899,0.2213342156,0.1891954209999999
53,53,53.0,53.0,53.0,53.0,53.0,53.0,,,,,,,,,,,,,,,,,,,,,,0.3,-0.1975734811,-0.3953007262,0.3956115889506034,0.1469245218,0.0175517998999999,0.1955742256999999,0.1891954209999999
54,54,54.0,54.0,54.0,54.0,54.0,54.0,,,,,,,,,,,,,,,,,,,,,,0.4,-0.2332776227,-0.3200354256,-0.2230353648908518,0.1644763217,0.0161843469999999,0.1780224257999999,0.1891954209999999
55,55,55.0,55.0,55.0,55.0,55.0,55.0,,,,,,,,,,,,,,,,,,,,,,0.5,-0.2648120059,-0.310804579,-0.5721041873505179,0.1806606687,0.0185229855,0.1618380787999999,0.1891954209999999
56,56,56.0,56.0,56.0,56.0,56.0,56.0,,,,,,,,,,,,,,,,,,,,,,0.6,-0.2971563004,-0.3356707031,-0.8946868935925762,0.1991836542,0.0235040420999999,0.1433150932999999,0.1891954209999999
57,57,57.0,57.0,57.0,57.0,57.0,57.0,,,,,,,,,,,,,,,,,,,,,,0.7,-0.3334274146,-0.3888682784,-0.8510335934790525,0.2226876963,0.0298081071,0.1198110511999999,0.1891954209999999
58,58,58.0,58.0,58.0,58.0,58.0,58.0,,,,,,,,,,,,,,,,,,,,,,0.8,-0.3745497508,-0.4328493015,-1.075175858973437,0.2524958034,0.0379293715999999,0.0900029440999999,0.1891954209999999
59,59,59.0,59.0,59.0,59.0,59.0,59.0,,,,,,,,,,,,,,,,,,,,,,0.9,-0.4209417272,-0.493974911,-1.6936624268749512,0.290425175,0.0520735725,0.0520735725,0.1891954209999999
60,60,60.0,60.0,60.0,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,1.4483042662694652,0.0,0.0794933957,0.5135699498,-2.5
61,61,61.0,61.0,61.0,61.0,61.0,,,,,,,,,,,,,,,,,,,,,,,0.1,-0.0881565293,-0.7670130441,0.4765226605702242,0.0794933957,0.0517865644,0.4340765541,-1.5470130441000003
62,62,62.0,62.0,62.0,62.0,62.0,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.1588423735,-0.6486749338,0.2133818405968827,0.1312799601,0.0405563585999999,0.3822899897,-0.8686749337999999
63,63,63.0,63.0,63.0,63.0,63.0,,,,,,,,,,,,,,,,,,,,,,,0.3,-0.2195397305,-0.5666393928,-0.159430313073783,0.1718363187,0.036075771,0.3417336311000001,-0.3866393928
64,64,64.0,64.0,64.0,64.0,64.0,,,,,,,,,,,,,,,,,,,,,,,0.4,-0.274233822,-0.5278883326,-0.4845257343059136,0.2079120897,0.0368197076,0.3056578601,-0.1078883325999999
65,65,65.0,65.0,65.0,65.0,65.0,,,,,,,,,,,,,,,,,,,,,,,0.5,-0.3268128946,-0.5237618334,-0.6029254956773831,0.2447317973,0.0405108748999999,0.2688381525,-0.0237618334
66,66,66.0,66.0,66.0,66.0,66.0,,,,,,,,,,,,,,,,,,,,,,,0.6,-0.3795720157,-0.5312952619,-0.915822302484287,0.2852426722,0.0472401154,0.2283272776,-0.1112952618999999
67,67,67.0,67.0,67.0,67.0,67.0,,,,,,,,,,,,,,,,,,,,,,,0.7,-0.4345615395,-0.5678879683,-0.6749320691197364,0.3324827876,0.0545456812999999,0.1810871622,-0.3878879682999998
68,68,68.0,68.0,68.0,68.0,68.0,,,,,,,,,,,,,,,,,,,,,,,0.8,-0.4918681118,-0.5780746029,-0.5547240540317623,0.3870284689,0.0605849126,0.1265414809,-0.7980746029000002
69,69,69.0,69.0,69.0,69.0,69.0,,,,,,,,,,,,,,,,,,,,,,,0.9,-0.5495626266,-0.5758524936,-0.4398273086270187,0.4476133815,0.0659565683,0.0659565683,-1.3558524936000005
70,70,70.0,70.0,70.0,70.0,70.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,1.3177628897464286,0.0,0.0803860599,0.5231623371,-2.5
71,71,71.0,71.0,71.0,71.0,71.0,,,,,,,,,,,,,,,,,,,,,,,0.1,-0.0887880082,-0.7794357028,0.521769920580184,0.0803860599,0.053221459,0.4427762772,-1.5594357028
72,72,72.0,72.0,72.0,72.0,72.0,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.1604371447,-0.6556095743,0.1807779452360875,0.1336075189,0.0416224404999999,0.3895548182,-0.8756095743
73,73,73.0,73.0,73.0,73.0,73.0,,,,,,,,,,,,,,,,,,,,,,,0.3,-0.2219521389,-0.5760167856,-0.0987149177075696,0.1752299594,0.0368692110999999,0.3479323777000001,-0.3960167856000001
74,74,74.0,74.0,74.0,74.0,74.0,,,,,,,,,,,,,,,,,,,,,,,0.4,-0.2772449049,-0.5305955113,-0.4260924837588833,0.2120991705,0.0369515158,0.3110631666,-0.1105955113
75,75,75.0,75.0,75.0,75.0,75.0,,,,,,,,,,,,,,,,,,,,,,,0.5,-0.3297989371,-0.5206507274,-0.7674889662738275,0.2490506863,0.0413784630999999,0.2741116508,-0.0206507273999999
76,76,76.0,76.0,76.0,76.0,76.0,,,,,,,,,,,,,,,,,,,,,,,0.6,-0.3830580022,-0.5441405591,-0.8422801366120712,0.2904291494,0.0484584383,0.2327331877,-0.1241405590999999
77,77,77.0,77.0,77.0,77.0,77.0,,,,,,,,,,,,,,,,,,,,,,,0.7,-0.438914188,-0.5725123869,-0.5312666099731747,0.3388875877,0.0545706791,0.1842747494,-0.3925123868999998
78,78,78.0,78.0,78.0,78.0,78.0,,,,,,,,,,,,,,,,,,,,,,,0.8,-0.4959659163,-0.5685873195,-0.7079056912428385,0.3934582668,0.0609028570999999,0.1297040703,-0.7885873195000002
79,79,79.0,79.0,79.0,79.0,79.0,,,,,,,,,,,,,,,,,,,,,,,0.9,-0.553498524,-0.581845281,-0.7059952542846551,0.4543611239,0.0688012132,0.0688012132,-1.3618452810000004
80,80,80.0,80.0,80.0,80.0,80.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,1.3664353646372585,0.0,0.0800499593,0.4832604115,0.0168322783
81,81,81.0,81.0,81.0,81.0,81.0,,,,,,,,,,,,,,,,,,,,,,,0.1,-0.088552559,-0.7748039045,0.7282269531562244,0.0800499593,0.0513295936,0.4032104522,0.0168322783
82,82,82.0,82.0,82.0,82.0,82.0,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.1587622101,-0.6317715581,0.0733296499082926,0.1313795529,0.0393697909999999,0.3518808586,0.0168322783
83,83,83.0,83.0,83.0,83.0,83.0,,,,,,,,,,,,,,,,,,,,,,,0.3,-0.2185284896,-0.5646723136,-0.0473571341507211,0.1707493439,0.0352151609,0.3125110676,0.0168322783
84,84,84.0,84.0,84.0,84.0,84.0,,,,,,,,,,,,,,,,,,,,,,,0.4,-0.272493247,-0.5154432696,-0.1762812777712347,0.2059645048,0.0338120928,0.2772959067,0.0168322783
85,85,85.0,85.0,85.0,85.0,85.0,,,,,,,,,,,,,,,,,,,,,,,0.5,-0.3223969227,-0.4831677217,-0.4388988470573182,0.2397765976,0.0352596067999999,0.2434838138999999,0.0168322783
86,86,86.0,86.0,86.0,86.0,86.0,,,,,,,,,,,,,,,,,,,,,,,0.6,-0.3704995605,-0.4789549687,-0.8833922280760915,0.2750362044,0.0408864677999999,0.2082242071,0.0168322783
87,87,87.0,87.0,87.0,87.0,87.0,,,,,,,,,,,,,,,,,,,,,,,0.7,-0.420351335,-0.5174424169,-0.851436153235188,0.3159226722,0.0488277567,0.1673377393,0.0168322783
88,88,88.0,88.0,88.0,88.0,88.0,,,,,,,,,,,,,,,,,,,,,,,0.8,-0.4737111052,-0.549226262,-0.6423700666172858,0.3647504289,0.05602733,0.1185099826,0.0168322783
89,89,89.0,89.0,89.0,89.0,89.0,,,,,,,,,,,,,,,,,,,,,,,0.9,-0.5290842625,-0.5580901114,-0.5792663316344435,0.4207777589,0.0624826525999999,0.0624826525999999,0.0168322783
90,90,90.0,90.0,90.0,90.0,90.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,1.4485783771780725,0.0,0.0794915501,0.4666237596,0.0352074107
91,91,91.0,91.0,91.0,91.0,91.0,,,,,,,,,,,,,,,,,,,,,,,0.1,-0.0881552033,-0.7669869589,0.742613609662981,0.0794915501,0.0501850806999999,0.3871322095,0.0352074107
92,92,92.0,92.0,92.0,92.0,92.0,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.1575513632,-0.6233294381,0.3501036738100579,0.1296766308,0.0368675646999999,0.3369471288,0.0352074107
93,93,93.0,93.0,93.0,93.0,93.0,,,,,,,,,,,,,,,,,,,,,,,0.3,-0.215175395,-0.530695039,-0.1766649873866811,0.1665441955,0.0322369188999999,0.3000795641,0.0352074107
94,94,94.0,94.0,94.0,94.0,94.0,,,,,,,,,,,,,,,,,,,,,,,0.4,-0.2665323086,-0.4970046241,-0.1585100820701198,0.1987811144,0.0315993532,0.2678426452,0.0352074107
95,95,95.0,95.0,95.0,95.0,95.0,,,,,,,,,,,,,,,,,,,,,,,0.5,-0.3145953516,-0.4647925893,-0.3914497961149332,0.2303804676,0.0327747833,0.236243292,0.0352074107
96,96,96.0,96.0,96.0,96.0,96.0,,,,,,,,,,,,,,,,,,,,,,,0.6,-0.3607198448,-0.4578130757,-0.8971474137227421,0.2631552509,0.0381573545999999,0.2034685087,0.0352074107
97,97,97.0,97.0,97.0,97.0,97.0,,,,,,,,,,,,,,,,,,,,,,,0.7,-0.4086262306,-0.4996214313,-1.0582582701813437,0.3013126055,0.0472228493999999,0.1653111541,0.0352074107
98,98,98.0,98.0,98.0,98.0,98.0,,,,,,,,,,,,,,,,,,,,,,,0.8,-0.4612905572,-0.5527829317,-0.7238402719951273,0.3485354549,0.0557017187,0.1180883047,0.0352074107
99,99,99.0,99.0,99.0,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,0.9,-0.5173962507,-0.5690612654,-0.5721129183763178,0.4042371736,0.062386586,0.062386586,0.0352074107
100,100,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,1.3613007483905828,0.0,0.0800852346,0.5076152304000001,-2.5
101,101,101.0,101.0,101.0,101.0,101.0,,,,,,,,,,,,,,,,,,,,,,,0.1,-0.0885773973,-0.7752925279,0.5572579753822553,0.0800852346,0.0524266291,0.4275299958,-1.5552925279000005
102,102,102.0,102.0,102.0,102.0,102.0,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.1596605897,-0.6484835379,0.1452875946858353,0.1325118637,0.0409496819999999,0.3751033667,-0.8684835379
103,103,103.0,103.0,103.0,103.0,103.0,,,,,,,,,,,,,,,,,,,,,,,0.3,-0.2206691337,-0.5729462345,0.0562884227344785,0.1734615457,0.0356522676999999,0.3341536847,-0.3929462345000001
104,104,104.0,104.0,104.0,104.0,104.0,,,,,,,,,,,,,,,,,,,,,,,0.4,-0.2749198811,-0.5130666448,-0.4426978576170481,0.2091138134,0.035123226,0.298501417,-0.0930666447999999
105,105,105.0,105.0,105.0,105.0,105.0,,,,,,,,,,,,,,,,,,,,,,,0.5,-0.3258861476,-0.5063701641,-0.7381775943799109,0.2442370394,0.0394492536999999,0.263378191,-0.0063701641
106,106,106.0,106.0,106.0,106.0,106.0,,,,,,,,,,,,,,,,,,,,,,,0.6,-0.377644442,-0.5284296291,-0.6977383600344671,0.2836862931,0.0454150639,0.2239289373,-0.1084296290999999
107,107,107.0,107.0,107.0,107.0,107.0,,,,,,,,,,,,,,,,,,,,,,,0.7,-0.4313063595,-0.5445415476,-0.8480983273394724,0.329101357,0.0527368833,0.1785138734,-0.3645415475999998
108,108,108.0,108.0,108.0,108.0,108.0,,,,,,,,,,,,,,,,,,,,,,,0.8,-0.4872288255,-0.5734289143,-0.6173606472684143,0.3818382403,0.0599675764,0.1257769900999999,-0.7934289143000002
109,109,109.0,109.0,109.0,109.0,109.0,,,,,,,,,,,,,,,,,,,,,,,0.9,-0.5447842126,-0.5776095919,-0.4726963058934206,0.4418058167,0.0658094136999999,0.0658094136999999,-1.3576095919000002
110,110,110.0,110.0,110.0,110.0,110.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,1.4593127833181745,0.0,0.0794193708,0.5024262465,-2.5
111,111,111.0,111.0,111.0,111.0,111.0,,,,,,,,,,,,,,,,,,,,,,,0.1,-0.0881032765,-0.7659654451,0.6047197416407469,0.0794193708,0.050859916,0.4230068757,-1.5459654451000002
112,112,112.0,112.0,112.0,112.0,112.0,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.1580692902,-0.6355274573,0.2355364039837954,0.1302792868,0.0388759971999999,0.3721469597,-0.8555274573
113,113,113.0,113.0,113.0,113.0,113.0,,,,,,,,,,,,,,,,,,,,,,,0.3,-0.217408328,-0.5526347791,-0.110192094817578,0.169155284,0.0342342853,0.3332709625,-0.3726347791000001
114,114,114.0,114.0,114.0,114.0,114.0,,,,,,,,,,,,,,,,,,,,,,,0.4,-0.2705315217,-0.5105307949,-0.5066567005489949,0.2033895693,0.0349598312,0.2990366772,-0.0905307948999999
115,115,115.0,115.0,115.0,115.0,115.0,,,,,,,,,,,,,,,,,,,,,,,0.5,-0.3215658608,-0.5101621258,-0.6609024261559086,0.2383494005,0.0390815093,0.264076846,-0.0101621257999999
116,116,116.0,116.0,116.0,116.0,116.0,,,,,,,,,,,,,,,,,,,,,,,0.6,-0.3733112236,-0.5245070057,-0.7288128648831438,0.2774309098,0.0448395342999999,0.2249953367,-0.1045070056999999
117,117,117.0,117.0,117.0,117.0,117.0,,,,,,,,,,,,,,,,,,,,,,,0.7,-0.4267501639,-0.5439493518,-0.8827131005529167,0.3222704441,0.0524793236,0.1801558024,-0.3639493517999999
118,118,118.0,118.0,118.0,118.0,118.0,,,,,,,,,,,,,,,,,,,,,,,0.8,-0.4827837152,-0.5761871106,-0.772544667217009,0.3747497677,0.060838434,0.1276764788,-0.7961871106000002
119,119,119.0,119.0,119.0,119.0,119.0,,,,,,,,,,,,,,,,,,,,,,,0.9,-0.5413522058,-0.5948730868,-0.3794816845977408,0.4355882017,0.0668380448,0.0668380448,-1.3748730868
120,120,120.0,120.0,120.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,6.720795577370626,0.0,0.0665077531,0.8378395602000002,1.3159704677
121,121,121.0,121.0,121.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,0.1,-0.062651284,-0.2652691583,4.320669733906083,0.0665077531,0.0115788980999999,0.7713318071000002,1.3159704677
122,122,122.0,122.0,122.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.0669941207,0.1711406518,2.76649886466148,0.0780866512,0.013438781,0.7597529090000001,1.3159704677
