,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,u0,u1,L,inst_cost,ctg,path_diff
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,194.9666329442805,282.9609292221481,0.0,484.8822,4702.5459,-20.0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,209.9687,223.5145,235.3111,245.1978,253.1618,259.3241,263.9054,267.1828,269.4487,270.9791,272.0151,272.7556,273.3587,273.9473,274.6161,275.436,276.4581,277.7143,279.2189,280.9713,460.8620013832829,263.8497389999493,484.8822,481.287,4217.6637,-34.725900000000024
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.2,417.0163,380.9061,351.2645,327.4254,308.8909,295.11,285.4085,279.0169,275.1432,273.0492,272.1044,271.8095,271.7932,271.7931,271.6315,271.194,270.4146,269.2672,267.7607,265.9344,263.93937419450185,267.48401939078326,966.1692,372.7240999999999,3736.3767,-0.0899999999999749
3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.3,271.0493,277.36,282.3789,285.8165,287.6139,287.9206,287.0344,285.3256,283.1642,280.8652,278.6591,276.6844,274.999,273.6006,272.449,271.4862,270.6497,269.8806,269.1267,268.3418,203.7787112262255,302.60600736850785,1338.8933,398.25940000000014,3363.6526000000003,-8.52940000000001
4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.4,218.589,231.9872,243.6502,253.3853,261.1473,267.0285,271.2306,274.0277,275.7292,276.6518,277.1,277.3565,277.6789,278.2981,279.4153,281.1965,283.7644,287.1912,291.4962,296.6528,366.37153486991673,245.0354307839468,1737.1527,413.47080000000005,2965.3932,-30.771500000000003
5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.5,345.2143,327.1125,312.0304,299.9377,290.7072,284.0745,279.6526,276.9792,275.5731,274.9815,274.8068,274.7133,274.4194,273.6855,272.3066,270.113,266.9816,262.8523,257.7417,251.7473,334.6791423120524,211.49464391262848,2150.6235,418.8035,2551.9224,-15.1755
6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.6,324.6542,316.0933,308.7205,302.3325,296.783,291.964,287.7866,284.1614,280.9824,278.1155,275.3934,272.616,269.557,265.975,261.631,256.3081,249.8343,242.103,233.0871,222.8422,245.50736330372493,264.7757458337811,2569.427,481.7329,2133.1189,-8.836000000000013
7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.7,253.9068,261.4135,267.7104,272.5987,276.0156,278.0246,278.7847,278.5117,277.4419,275.8057,273.8141,271.6566,269.5051,267.5171,265.8348,264.5744,263.8094,263.5511,263.734,264.2129,319.89714316131403,203.61456337508088,3051.1599,508.3136,1651.386,-24.425399999999968
8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.8,310.3403,302.0612,295.066,289.328,284.7604,281.2115,278.4778,276.3262,274.5166,272.8159,271.0029,268.8637,266.1846,262.747,258.3309,252.7289,245.7705,237.3495,227.4482,216.1469,323.4364307145496,234.3440853019276,3559.4735,557.9885999999997,1143.0724,-22.988499999999988
9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.9,314.6681,307.0899,300.5326,294.8567,289.9371,285.6531,281.884,278.5081,275.4059,272.4654,269.5878,266.6943,263.7291,260.6601,257.4734,254.1634,250.7176,247.1018,243.2467,239.0428,303.7818440328134,174.9166536729722,4117.4621,585.0838000000003,585.0838000000003,-20.396900000000016
10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,272.3651021535464,426.9791498970869,0.0,392.4101,4314.2407,-20.0
11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,1.0,0.1,272.4943,272.611,272.7177,272.8209,272.9335,273.0803,273.3043,273.6773,274.3125,275.3803,277.1234,279.8673,284.0214,290.0644,298.5149,309.8895,324.6657,343.2688,366.1135,393.7264,175.26880495388977,365.5338817080895,392.4101,276.0425,3921.8306000000007,-20.96969999999999
12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,2.0,0.2,194.0691,211.1723,226.2088,238.9908,249.5342,258.0403,264.8501,270.3851,275.0889,279.3793,283.6161,288.0845,292.9934,298.4873,304.6689,311.6317,319.4972,328.4548,338.7983,350.9587,426.5300065827597,325.3295732463976,668.4526,263.5694000000001,3645.7881000000007,-37.15969999999999
13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,3.0,0.3,390.6795,360.7286,336.1226,316.595,301.8808,291.5765,285.1154,281.8182,280.9741,281.9192,284.0884,287.0376,290.4425,294.0835,297.8304,301.6323,305.5158,309.5888,314.046,319.1704,284.0959358251662,201.44876121260413,932.022,209.60479999999995,3382.2187000000004,-4.873499999999979
14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,4.0,0.4,286.5056,288.7548,290.5138,291.588,291.9347,291.6444,290.8927,289.8773,288.7567,287.5984,286.3471,284.8127,282.6802,279.5384,274.9284,268.4072,259.6223,248.3844,234.7243,218.9153,297.00129710974454,188.6385631391492,1141.6268,399.7804000000001,3172.6139000000003,-6.155599999999993
15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,5.0,0.5,294.3736,292.2227,290.4518,288.9665,287.6699,286.4597,285.2276,283.8572,282.2231,280.1888,277.6046,274.3076,270.124,264.876,258.3922,250.5231,241.158,230.2413,217.7841,203.8681,189.9111136075309,327.37032452086294,1541.4072,524.9166,2772.8335,-12.790300000000002
16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,6.0,0.6,207.7034,223.7933,237.715,249.1876,258.1352,264.6689,269.0427,271.6032,272.7455,272.8864,272.4548,271.8948,271.6705,272.2616,274.1417,277.7371,283.3738,291.228,301.3011,313.434,320.68481263942283,201.570751467002,2066.3238,509.1115999999997,2247.9169,-36.1311
17,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,7.0,0.7,308.6408,298.1197,289.3247,282.3719,277.2422,273.7757,271.6991,270.6705,270.3241,270.3002,270.2557,269.8578,268.7704,266.6455,263.1293,257.8893,250.6602,241.2977,229.8255,216.4557,228.53588382833635,195.42493168646587,2575.4354,612.8819000000003,1738.8053000000004,-28.674300000000017
18,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,8.0,0.8,238.0908,246.5915,253.7906,259.5487,263.8462,266.7684,268.4694,269.1282,268.9073,267.9222,266.2264,263.8092,260.6063,256.516,251.4196,245.2022,237.7703,229.0666,219.0785,207.8396,269.8629449686377,405.3123511414477,3188.3173,656.607,1125.9234,-37.4316
19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,9.0,0.9,268.8592,267.9047,267.0889,266.4592,266.0163,265.7243,265.5334,265.4118,265.382,265.5557,266.1631,267.5699,270.2748,274.8816,282.0437,292.3871,306.4311,324.5364,346.914,373.7285,214.57397786600228,198.99818832297865,3844.9243,469.31640000000016,469.31640000000016,-40.32569999999998
20,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,177.96098993609507,404.2780189923696,0.0,451.0432,3923.8547,-20.0
21,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,1.0,0.1,196.1214,212.5878,226.9722,239.0594,248.8283,256.4365,262.1824,266.4573,269.7048,272.3932,275.0046,278.0339,281.9917,287.4002,294.7778,304.6126,317.3347,333.3054,352.8434,376.3111,180.3803764062457,325.48907585196923,451.0432,456.1754,3472.8115,-37.61349999999999
22,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,2.0,0.2,194.4931,207.3793,219.0161,229.415,238.6276,246.746,253.8982,260.2403,265.944,271.1808,276.1063,280.8453,285.4835,290.067,294.6145,299.14,303.6846,308.35,313.3265,318.9077,329.33220278600857,175.8826460065815,907.2186,500.8098999999999,3016.6361,-48.45399999999998
23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,3.0,0.3,313.6529,299.9246,288.4862,279.571,273.2318,269.3182,267.4997,267.3165,268.2351,269.6921,271.1183,271.9435,271.5948,269.499,265.1026,257.9163,247.5808,233.9436,217.1236,197.5399,257.2825372259149,220.9969390717329,1408.0285,593.8019000000002,2515.8262,-27.1318
24,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,4.0,0.4,261.0008,264.2448,266.8817,268.8381,270.1068,270.7349,270.8001,270.3819,269.5384,268.2934,266.6358,264.5303,261.9326,258.8053,255.1272,250.8937,246.1079,240.7662,234.8431,228.2822,216.44893374059663,370.6042476878904,2001.8304,625.2497000000001,1922.0243,-27.06510000000003
25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,5.0,0.5,226.7305,235.9218,243.8568,250.4417,255.6673,259.6074,262.4087,264.2775,265.4707,266.2934,267.1021,268.3107,270.3891,273.8496,279.2136,286.9624,297.483,311.0271,327.7068,347.5473,216.16511940871447,393.228658216064,2627.0801,479.8078999999998,1296.7745999999995,-39.642600000000016
26,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,6.0,0.6,224.6043,232.1752,238.9027,244.8302,250.0254,254.5847,258.6364,262.3412,265.8919,269.5115,273.4486,277.9728,283.3669,289.9191,297.9156,307.6361,319.3573,333.3696,350.0132,369.7426,385.37911903498593,247.4128771464625,3106.888,346.6358,816.9667,-46.21530000000001
27,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,7.0,0.7,359.1109,336.7113,318.0478,303.0756,291.6864,283.638,278.5477,275.9281,275.2383,275.9278,277.4617,279.3281,281.0341,282.1045,282.0929,280.6117,277.3781,272.2658,265.3475,256.9072,248.2119078348329,461.361485300025,3453.5238,275.6965,470.33089999999993,-18.81200000000001
28,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,8.0,0.8,256.262,263.44,269.4255,274.0487,277.3136,279.3836,280.5438,281.156,281.6206,282.3587,283.8122,286.4587,290.8263,297.4968,307.0892,320.2265,337.5029,359.4845,386.7829,420.2511,415.4346345556319,438.3998090128804,3729.2203,127.06730000000016,194.6343999999999,-24.816399999999987
29,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,9.0,0.9,385.3153,360.3179,339.8007,323.3831,310.7545,301.5796,295.4772,292.0463,290.9103,291.7587,294.3739,298.6387,304.5308,312.1116,321.5181,332.9663,346.77,363.381,383.4572,407.9722,174.96846072197988,305.9159495635113,3856.2876,67.56709999999975,67.56709999999975,-4.470399999999984
30,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,422.484604540295,368.1471334104282,0.0,374.9619,2191.2596,16.989800000000002
31,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,1.0,0.1,390.2926,363.5065,341.3228,323.2554,308.9195,297.9205,289.8216,284.1641,280.514,278.5115,277.9113,278.6028,280.6103,284.0736,289.2133,296.2861,305.5407,317.1864,331.3881,348.3004,406.6809505925468,353.01776218534394,374.9619,197.37490000000005,1816.2977,16.989800000000002
32,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,2.0,0.2,382.636,362.8849,346.4949,332.8409,321.5011,312.1898,304.7111,298.9266,294.7333,292.0488,290.8035,290.9366,292.3959,295.1407,299.1466,304.4139,310.9785,318.9252,328.4048,339.6532,361.0161599312235,434.9732192554391,572.3368,126.46759999999996,1618.9227999999998,16.989800000000002
33,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,3.0,0.3,348.6035,338.4535,330.0149,322.89,316.8171,311.6519,307.3469,303.9302,301.4871,300.148,300.0824,301.4983,304.6424,309.7999,317.2894,327.4577,340.6804,357.3817,378.0913,403.5611,218.20955211178497,201.40323493721613,698.8044,83.16089999999997,1492.4552,16.989800000000002
34,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,4.0,0.4,234.7751,249.8241,262.8501,273.5718,281.9545,288.1802,292.5802,295.5496,297.4607,298.5875,299.0492,298.777,297.5079,294.8095,290.1369,282.9233,272.6939,259.1882,242.4631,222.945,265.41920072401297,274.3066631725246,781.9653,262.2616,1409.2943,16.989800000000002
35,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,5.0,0.5,267.8169,270.1467,272.4685,274.7974,277.0974,279.2872,281.256,282.8838,284.0623,284.7127,284.799,284.3365,283.394,282.0897,280.5782,279.0292,277.5988,276.4005,275.4818,274.8148,262.92506296259864,413.5260021221258,1044.2269,298.7212000000002,1147.0327,16.989800000000002
36,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,6.0,0.6,265.5638,267.9939,270.2099,272.2086,273.9923,275.5743,276.9852,278.2839,279.5707,281.0026,282.8089,285.3015,288.8759,293.998,301.1749,310.9147,323.6867,339.903,359.9445,384.2551,429.5841386958312,234.0111517494537,1342.9481,204.4124,848.3114999999998,16.989800000000002
37,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,7.0,0.7,395.9839,368.2235,345.4442,327.1422,312.923,302.3732,295.0138,290.3081,287.6899,286.5922,286.4599,286.749,286.9178,286.4242,284.7405,281.3908,276.0101,268.4108,258.639,246.9961,414.9583441426983,238.3670290570608,1547.3605,290.5001,643.8990999999999,16.989800000000002
38,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,8.0,0.8,389.5046,368.751,351.6379,337.443,325.6542,315.8883,307.8354,301.2214,295.7851,291.2653,287.3982,283.9207,280.5792,277.1395,273.3973,269.1866,264.3852,258.9169,252.7493,245.888,267.9715171555964,451.5155885908933,1837.8606,264.14350000000013,353.3989999999999,16.989800000000002
39,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,9.0,0.9,275.6556,282.6321,288.408,292.6706,295.3157,296.4373,296.29,295.2428,293.7386,292.2701,291.373,291.6304,293.6765,298.1878,305.854,317.3321,333.2037,353.965,380.0922,412.2248,379.1849468671538,401.6552330892097,2102.0041,89.25549999999976,89.25549999999976,16.989800000000002
40,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,333.72718153968367,369.7447380003085,0.0,387.1554,3245.3352000000004,-20.0
41,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,1.0,0.1,321.2958,310.5552,301.4611,293.9701,288.0048,283.4434,280.1304,277.9012,276.6142,276.1802,276.5862,277.908,280.3104,284.0339,289.3673,296.6125,306.0467,317.8973,332.3415,349.5449,254.8335884388645,289.38125573346707,387.1554,253.9162,2858.1798000000003,-10.606600000000014
42,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,2.0,0.2,260.6595,265.8807,270.2987,273.8109,276.426,278.256,279.4874,280.3436,281.0447,281.7728,282.6483,283.7162,284.9463,286.2444,287.4759,288.4986,289.2014,289.5405,289.5663,289.4322,238.1030956050884,265.314611986363,641.0716,328.82900000000006,2604.2636,-16.944000000000017
43,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,3.0,0.3,245.3119,251.827,257.5865,262.5618,266.7623,270.233,273.0459,275.2862,277.0383,278.3728,279.3363,279.9467,280.1921,280.0366,279.43,278.3219,276.6783,274.4959,271.8133,268.7129,280.3129375789089,363.7519445652409,969.9006,375.7857,2275.4346,-26.216999999999985
44,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,4.0,0.4,278.035,276.0613,274.5098,273.4523,272.9052,272.8343,273.1727,273.8459,274.7994,276.0253,277.5815,279.604,282.3074,285.9739,290.9286,297.5062,306.014,316.7051,329.7735,345.3853,372.0255402513427,266.8308706342341,1345.6863,271.6242,1899.6489,-24.965700000000027
45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,5.0,0.5,351.5408,334.1594,319.643,307.8352,298.5738,291.6469,286.7848,283.6742,281.9812,281.3711,281.5181,282.1073,282.8311,283.3885,283.4942,282.8981,281.4166,278.9652,275.5843,271.4453,232.6218851946344,314.4901928620303,1617.3105,275.8136999999999,1628.0247,-7.603099999999983
46,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,6.0,0.6,244.315,254.8098,263.7071,270.7844,276.0176,279.5601,281.6939,282.7681,283.1429,283.1494,283.0697,283.1354,283.5368,284.4368,285.9808,288.2999,291.5062,295.6856,300.8929,307.1556,354.79004951329534,187.90489483441272,1893.1242,328.2032999999999,1352.211,-21.23990000000004
47,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,7.0,0.7,337.9507,323.6167,311.7113,302.1583,294.8132,289.4379,285.7087,283.2456,281.6425,280.49,279.3807,277.905,275.6403,272.1496,266.9949,259.7733,250.1714,238.0277,223.3858,206.5182,386.4427263388578,264.67166624665055,2221.3275,426.86540000000014,1024.0077,-13.012099999999975
48,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,8.0,0.8,365.3367,347.7072,332.9557,320.6562,310.4685,302.0877,295.2201,289.5782,284.8899,280.9129,277.452,274.374,271.615,269.1789,267.122,265.5258,264.4604,263.9462,263.9238,264.2428,252.17470480290373,399.0689118138596,2648.1929,332.0180999999998,597.1423,-2.1123000000000047
49,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,9.0,0.9,261.1461,269.1834,275.8526,280.8904,284.2307,285.9933,286.4462,285.9574,284.9515,283.8802,283.2091,283.4161,284.9928,288.4391,294.2451,302.8603,314.6618,329.9374,348.909,371.8152,235.4531905700536,190.6567638576333,2980.211,265.1242000000002,265.1242000000002,-20.056700000000035
50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,241.37760545799404,440.4855270831831,0.0,404.0855,2644.3838,-20.0
51,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,1.0,0.1,247.5749,253.1036,257.8861,261.8898,265.1382,267.7124,269.7478,271.4298,272.9928,274.7251,276.9772,280.1707,284.7992,291.4157,300.6036,312.9372,328.9463,349.1111,373.9182,404.0129,380.9855651141761,438.0742891425711,404.0855,204.3088,2240.2983,-26.33760000000001
52,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,2.0,0.2,357.4166,337.4306,320.8264,307.4955,297.3068,290.0551,285.4626,283.2143,283.0071,284.5935,287.8094,292.5853,298.9426,306.9838,316.8833,328.8865,343.325,360.6515,381.5073,406.8355,199.1243844571441,263.26846509558953,608.3943,110.38069999999992,2035.9895,-5.144900000000007
53,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,3.0,0.3,217.4448,234.0227,248.3294,260.0972,269.3429,276.3308,281.492,285.3255,288.3021,290.7869,292.989,294.9393,296.4978,297.3855,297.2411,295.6953,292.456,287.3894,280.5814,272.3605,262.4478292313744,335.3013296222799,718.775,253.919,1925.6088,-20.11919999999997
54,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,4.0,0.4,263.8447,265.2346,266.7824,268.5865,270.6691,272.9842,275.4406,277.9308,280.3608,282.6748,284.8717,287.0146,289.231,291.7059,294.6666,298.3609,303.0321,308.8967,316.1326,324.8862,329.5221417819419,457.86045920312375,972.694,214.7238,1671.6898,-24.815800000000024
55,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,5.0,0.5,318.0027,308.1172,299.906,293.39,288.536,285.2495,283.3905,282.8073,283.3763,285.0402,287.8381,291.9228,297.563,305.1311,315.0785,327.907,344.151,364.3914,389.3291,419.954,315.2028582444667,188.3550433538799,1187.4178,124.82920000000011,1456.966,-14.000499999999988
56,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,6.0,0.6,309.117,304.0117,299.7818,296.3594,293.7061,291.7999,290.6183,290.1151,290.1943,290.6798,291.2875,291.6036,291.0782,289.0436,284.7662,277.5337,266.7731,252.1808,233.8353,212.2531,195.49214587394573,292.66557148381537,1312.247,303.1506999999999,1332.1368,-9.000100000000032
57,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,7.0,0.7,213.4251,229.6947,243.8393,255.5908,264.8919,271.871,276.789,279.977,281.7825,282.5339,282.5274,282.0315,281.3012,280.5908,280.1555,280.239,281.0454,282.7073,285.2591,288.6305,369.3973089666114,214.3204466040277,1615.3977,392.471,1028.9861,-30.579000000000008
58,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,8.0,0.8,347.9659,329.7145,314.5829,302.5161,293.3561,286.8007,282.419,279.7007,278.1154,277.1593,276.3816,275.3883,273.8333,271.4059,267.8263,262.8535,256.3072,248.0962,238.2441,226.8991,182.93770946041337,431.36050207783205,2007.8687,398.5297999999998,636.5151000000001,-17.399299999999982
59,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,9.0,0.9,203.4293,221.9325,237.8046,250.6835,260.5159,267.5257,272.1422,274.9197,276.4692,277.4186,278.4004,280.06,283.0675,288.1185,295.9108,307.1008,322.2538,341.82,366.1748,395.7595,386.69124357134086,448.17265054270297,2406.3985,237.98530000000028,237.98530000000028,-38.52430000000004
60,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,382.6699045879924,319.27155712204865,0.0,396.224,2815.8289000000004,-20.0
61,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,1.0,0.1,359.6019,340.0627,323.7096,310.3143,299.6545,291.4611,285.4121,281.1564,278.3518,276.7029,275.9881,276.0739,276.9145,278.5391,281.0305,284.4982,289.0501,294.7701,301.7054,309.8712,192.9293970095863,210.2097143872934,396.224,345.1444,2419.6049000000003,-2.588900000000024
62,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,2.0,0.2,212.2951,229.7508,244.6635,256.6814,265.761,272.1279,276.1939,278.4549,279.3943,279.4052,278.7408,277.4918,275.5909,272.8381,268.9469,263.6036,256.5363,247.5808,236.7315,224.1625,358.6938634732271,456.5501704525427,741.3684,416.3854,2074.4605,-23.072099999999978
63,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,3.0,0.3,339.508,323.074,309.3882,298.4275,290.0637,284.0411,280.0084,277.5876,276.4551,276.418,277.4702,279.8206,283.8897,290.2713,299.6655,312.7919,330.3117,352.7933,380.7707,414.9402,212.03910491640687,346.91415838341675,1157.7538,178.44669999999996,1658.0751,-12.408900000000015
64,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,4.0,0.4,226.6885,239.8759,251.196,260.4484,267.6627,273.0755,277.0731,280.1187,282.6808,285.1746,287.9223,291.1352,294.9144,299.27,304.1552,309.5133,315.3304,321.6861,328.7948,337.0271,194.0837220404092,298.43787585196867,1336.2005,274.06320000000005,1479.6284,-24.724500000000035
65,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,5.0,0.5,208.3883,221.4506,233.1566,243.4565,252.3716,259.9895,266.4488,271.9177,276.5714,280.5702,284.0431,287.0769,289.7144,291.9603,293.7973,295.2085,296.2045,296.8499,297.2816,297.7155,360.02851178220965,445.08401893822025,1610.2637,300.6723999999999,1205.5652,-39.26049999999998
66,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,6.0,0.6,339.539,321.9595,307.3913,295.9094,287.4626,281.8396,278.6954,277.6173,278.2059,280.1503,283.2834,287.6106,293.3126,300.7234,310.2909,322.5293,337.98,357.2026,380.8244,409.6803,298.1565090504776,372.2540575874109,1910.9361,109.9036000000001,904.8928,-18.9604
67,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,7.0,0.7,295.722,293.7215,292.0214,290.5551,289.3302,288.4202,287.9446,288.0428,288.848,290.4666,292.9654,296.3684,300.6623,305.8126,311.7879,318.5919,326.301,335.1015,345.3246,357.4742,174.5897687220052,248.55797465123783,2020.8397,165.95150000000012,794.9892,-14.029799999999966
68,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,8.0,0.8,195.8871,215.3212,232.392,246.8261,258.5969,267.8947,275.0606,280.5044,284.6251,287.7467,290.0748,291.676,292.4802,292.3039,290.8927,287.9797,283.3534,276.9232,268.7702,259.1673,272.9936005723724,315.9961129291816,2186.7912,344.93489999999974,629.0376999999999,-36.30529999999999
69,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,9.0,0.9,270.8991,269.1516,268.0338,267.715,268.2297,269.4863,271.3029,273.4541,275.7209,277.9309,279.9851,281.8703,283.6587,285.4959,287.5799,290.1328,293.3699,297.4717,302.5658,308.7267,327.6980399375671,380.8091156601168,2531.7261,284.1028000000001,284.1028000000001,-36.56369999999998
70,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,406.98063786673686,233.50244019749653,0.0,435.688,2161.6635,14.451300000000003
71,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,1.0,0.1,378.3932,354.4349,334.5053,318.2262,305.272,295.2813,287.8307,282.4497,278.6537,275.9775,273.9975,272.3409,270.6843,268.7479,266.2919,263.1181,259.0776,254.082,248.1115,241.2158,257.9844002868372,447.2004507204618,435.688,353.731,1725.9755,14.451300000000003
72,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,2.0,0.2,265.4561,272.1122,277.5339,281.4729,283.878,284.8838,284.7724,283.9258,282.7857,281.8304,281.5702,282.5557,285.3852,290.6985,299.1502,311.3647,327.8912,349.1923,375.7045,408.0152,383.56689204330974,390.3741054927382,789.419,147.15570000000002,1372.2445,14.451300000000003
73,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,3.0,0.3,361.3288,342.6736,327.2542,314.8395,305.2138,298.1309,293.3134,290.477,289.3625,289.7621,291.5303,294.5826,298.8842,304.4389,311.2851,319.5035,329.2367,340.7218,354.3295,370.6133,397.8648871453111,270.0074764574561,936.5747,105.15240000000006,1225.0888,14.451300000000003
