,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,t,x0,x1,u,L,inst_cost,ctg,path_diff
25,25,25.0,25.0,25.0,25.0,,,,,,,,,,,,0.5,-0.2208174499,-0.4631720904,0.1300214455225186,0.135024318,0.0248332128,0.2185308871,0.0707099263
26,26,26.0,26.0,26.0,26.0,,,,,,,,,,,,0.6,-0.2642651608,-0.406722235,-0.8066838534055278,0.1598575308,0.0266431302999999,0.1936976742999999,0.0707099263
27,27,27.0,27.0,27.0,27.0,,,,,,,,,,,,0.7,-0.3068720743,-0.4447837068,-2.221965872847773,0.1865006611,0.0419226919,0.167054544,0.0707099263
28,28,28.0,28.0,28.0,28.0,,,,,,,,,,,,0.8,-0.3599474167,-0.6139049517,-0.8210106931432752,0.228423353,0.0545873485,0.1251318521,0.0707099263
29,29,29.0,29.0,29.0,29.0,,,,,,,,,,,,0.9,-0.4223397683,-0.6336136695,-1.8430834508904463,0.2830107015,0.0705445035999999,0.0705445035999999,0.0707099263
30,30,30.0,30.0,30.0,30.0,,,,,,,,,,,,0.0,0.0,-1.0,5.546707385339307,0.0,0.0655020316,0.3305148318,0.1286826333
31,31,31.0,31.0,31.0,31.0,,,,,,,,,,,,0.1,-0.0683308376,-0.3769984239,0.4187623389354218,0.0655020316,0.0123411156,0.2650128002,0.1286826333
32,32,32.0,32.0,32.0,32.0,,,,,,,,,,,,0.2,-0.1021812474,-0.3012717802,-2.388535585636019,0.0778431472,0.0208299638999999,0.2526716846,0.1286826333
33,33,33.0,33.0,33.0,33.0,,,,,,,,,,,,0.3,-0.1424053971,-0.4999011891,0.9773740325138736,0.0986731111,0.0217363258999999,0.2318417207,0.1286826333
34,34,34.0,34.0,34.0,34.0,,,,,,,,,,,,0.4,-0.1852493727,-0.3593198102,-0.4853939798016011,0.120409437,0.0176212455,0.2101053948,0.1286826333
35,35,35.0,35.0,35.0,35.0,,,,,,,,,,,,0.5,-0.2217912141,-0.3713173667,-1.2375171879762616,0.1380306825,0.0237567099,0.1924841493,0.1286826333
36,36,36.0,36.0,36.0,36.0,,,,,,,,,,,,0.6,-0.2631130847,-0.453747215,-1.0216330405036291,0.1617873924,0.0319437713999999,0.1687274394,0.1286826333
37,37,37.0,37.0,37.0,37.0,,,,,,,,,,,,0.7,-0.3112348566,-0.5077887471,-0.0017633736831312,0.1937311638,0.0346740135,0.136783668,0.1286826333
38,38,38.0,38.0,38.0,38.0,,,,,,,,,,,,0.8,-0.3595659247,-0.4596340164,-1.3664926660591294,0.2284051773,0.0411158014,0.1021096545,0.1286826333
39,39,39.0,39.0,39.0,39.0,,,,,,,,,,,,0.9,-0.4099161136,-0.5459330941,-2.1771053574765764,0.2695209787,0.0609938530999999,0.0609938530999999,0.1286826333
40,40,40.0,40.0,40.0,40.0,,,,,,,,,,,,0.0,0.0,-1.0,6.085448539365368,0.0,0.0656863177,0.3582277696000001,0.0867154949999999
41,41,41.0,41.0,41.0,41.0,,,,,,,,,,,,0.1,-0.0657247219,-0.3257304242,-1.610736348966695,0.0656863177,0.0171876371,0.2925414519000001,0.0867154949999999
42,42,42.0,42.0,42.0,42.0,,,,,,,,,,,,0.2,-0.1045138808,-0.4480149001,1.615580570970535,0.0828739548,0.0152870345999999,0.2753538148000001,0.0867154949999999
43,43,43.0,43.0,43.0,43.0,,,,,,,,,,,,0.3,-0.13933293,-0.2516377938,-2.7789223317146066,0.0981609894,0.0207692052,0.2600667802,0.0867154949999999
44,44,44.0,44.0,44.0,44.0,,,,,,,,,,,,0.4,-0.1767221737,-0.4921407834,0.3365072461980407,0.1189301946,0.0245600087,0.239297575,0.0867154949999999
45,45,45.0,45.0,45.0,45.0,,,,,,,,,,,,0.5,-0.2219277275,-0.413284505,-0.7533312716687979,0.1434902033,0.0246870332999999,0.2147375663,0.0867154949999999
46,46,46.0,46.0,46.0,46.0,,,,,,,,,,,,0.6,-0.264901082,-0.4456442776,-0.1221951597395687,0.1681772366,0.0267378474999999,0.190050533,0.0867154949999999
47,47,47.0,47.0,47.0,47.0,,,,,,,,,,,,0.7,-0.3079008793,-0.4148639962,-2.0221641558023062,0.1949150841,0.0374997766,0.1633126855,0.0867154949999999
48,48,48.0,48.0,48.0,48.0,,,,,,,,,,,,0.8,-0.3571624811,-0.56781881,-1.0611604803852743,0.2324148607,0.0505467592,0.1258129089,0.0867154949999999
49,49,49.0,49.0,49.0,49.0,,,,,,,,,,,,0.9,-0.4163308133,-0.6147665258,-2.674698101404344,0.2829616199,0.0752661497,0.0752661497,0.0867154949999999
50,50,50.0,50.0,50.0,50.0,,,,,,,,,,,,0.0,0.0,-1.0,7.429473739942257,0.0,0.0681954319,0.3695302861,0.1820179293
51,51,51.0,51.0,51.0,51.0,,,,,,,,,,,,0.1,-0.0592231115,-0.1978295145,-4.357078723535602,0.0681954319,0.0273090463999999,0.3013348542,0.1820179293
52,52,52.0,52.0,52.0,52.0,,,,,,,,,,,,0.2,-0.0991260871,-0.5936344112,1.3332687213110153,0.0955044783,0.0278114044,0.2740258078,0.1820179293
53,53,53.0,53.0,53.0,53.0,,,,,,,,,,,,0.3,-0.1491682903,-0.4102653359,0.2619981985344506,0.1233158827,0.0171915517999999,0.2462144034,0.1820179293
54,54,54.0,54.0,54.0,54.0,,,,,,,,,,,,0.4,-0.1869428007,-0.3462910057,-0.0488119736111745,0.1405074345,0.0151853287,0.2290228516,0.1820179293
55,55,55.0,55.0,55.0,55.0,,,,,,,,,,,,0.5,-0.220132933,-0.3179820707,-1.5997694035214831,0.1556927632,0.0215245259,0.2138375229,0.1820179293
