,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,u0,u1,L,inst_cost,ctg,path_diff
1256,1256,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,6.0,0.6,262.2496,261.07443,260.33545,260.13525,260.47174,261.24892,262.30997,263.48502,264.6442,265.74774,266.88572,268.30083,270.38729,273.65947,278.68656,285.99631,295.96061,308.68604,323.93857,341.12885,282.571566020462,363.846569231112,2709.37668,412.6161500000003,1722.47593,-51.75108
1257,1257,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0,7.0,0.7,279.13709,275.90926,273.07278,270.77413,269.11464,268.15396,267.9223,268.43735,269.72145,271.81471,274.78134,278.70781,283.69312,289.83265,297.19813,305.81679,315.65318,326.59698,338.45962,350.98102,193.9966100501149,288.23160232402995,3121.99283,315.4347399999997,1309.8597799999998,-44.846040000000016
1258,1258,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,8.0,0.8,207.24227,219.91419,231.52931,241.76442,250.48915,257.75872,263.77295,268.81493,273.18452,277.13928,280.85103,284.38196,287.68139,290.60262,292.93838,294.47086,295.02919,294.54352,293.08272,290.86444,232.97222090285567,220.7660903243858,3437.42757,466.83533000000034,994.42504,-55.24128000000002
1259,1259,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,9.0,0.9,236.19656,239.54758,243.1224,246.96644,251.06317,255.33633,259.66085,263.87681,267.80092,271.23221,273.95241,275.7244,276.29444,275.40397,272.81489,268.3478,261.92787,253.62787,243.69543,232.5532,320.21014511593467,350.1054103959765,3904.2629,527.5897099999997,527.5897099999997,-57.66367
1260,1260,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,0.0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,248.432004372876,343.6190371701332,0.0,425.40492,2962.74544,-40.0
1261,1261,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1261.0,1.0,0.1,252.62115,256.62056,260.26731,263.44668,266.10375,268.24522,269.93343,271.27675,272.42073,273.54263,274.8495,276.57753,278.98797,282.35462,286.9393,292.95513,300.52255,309.62741,320.0937,331.58204,313.5881993340456,297.9201549899583,425.40492,321.25453,2537.34052,-44.75477999999998
1262,1262,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,2.0,0.2,305.56694,298.00644,291.30477,285.74972,281.49609,278.57015,276.89538,276.3287,276.69604,277.81854,279.52574,281.65717,284.05733,286.57077,289.04284,291.32953,293.3151,294.93299,296.18258,297.13452,359.76163219816806,353.39600110309647,746.65945,223.88729,2216.08599,-34.42984999999999
1263,1263,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,1263.0,3.0,0.3,346.85222,334.47323,323.0951,313.08089,304.66047,297.92914,292.86764,289.37633,287.31516,286.5417,286.94177,288.44936,291.05359,294.792,299.7302,305.93005,313.41145,322.11552,331.87894,342.42789,210.4551420137627,269.6630290431906,970.54674,142.06229000000008,1992.1987,-15.070859999999982
1264,1264,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,4.0,0.4,226.72524,242.07104,255.71488,267.13706,276.12799,282.77489,287.39475,290.43629,292.37617,293.63009,294.49084,295.09765,295.43542,295.36042,294.64749,293.05248,290.38104,286.55151,281.63793,275.88129,366.244124944036,219.9273091698092,1112.60903,227.50190999999995,1850.13641,-30.22510999999997
1265,1265,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,5.0,0.5,350.5226,335.73057,322.65228,311.816,303.44082,297.44637,293.51252,291.165,289.86151,289.05992,288.26018,287.02232,284.96927,281.78613,277.22494,271.11941,263.40778,254.15658,243.57526,232.01224,318.17923062222883,215.5390187768543,1340.11094,329.9801399999999,1622.6345,-15.553629999999998
1266,1266,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,6.0,0.6,316.06495,313.83776,311.41068,308.73998,305.82816,302.71244,299.44315,296.05904,292.56699,288.93094,285.07191,280.87794,276.2209,270.97652,265.04423,258.36418,250.92963,242.79329,234.067,224.91469,294.9892627507818,287.7981783031992,1670.09108,381.6525199999999,1292.6543600000002,-10.287559999999983
1267,1267,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,1267.0,7.0,0.7,296.23504,297.267,297.89742,297.98531,297.44765,296.2608,294.45443,292.10194,289.3122,286.22517,283.0119,279.87638,277.05456,274.8051,273.38788,273.02947,273.88013,275.97146,279.18758,283.26084,246.0350381755032,271.15109891155845,2051.7436,323.70902000000024,911.0018400000004,-16.739199999999983
1268,1268,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,8.0,0.8,254.23027,261.97114,268.86229,274.61392,279.06706,282.19512,284.08521,284.90654,284.8745,284.21734,283.14965,281.85424,280.47204,279.09899,277.7887,276.55966,275.40565,274.3073,273.24259,272.19403,308.4208638780235,306.69042661447133,2375.45262,319.8926200000001,587.2928200000001,-30.804880000000026
1269,1269,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0,9.0,0.9,303.05394,298.00954,293.55577,289.86598,287.00172,284.92116,283.50781,282.60995,282.08076,281.81063,281.74742,281.9032,282.34859,283.19657,284.57825,286.61343,289.38011,292.88795,297.06177,301.74003,189.33106893161195,371.3688575266424,2695.34524,267.40020000000004,267.40020000000004,-28.07884000000001
1270,1270,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,0.0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,246.8471143528512,249.5963832183603,0.0,474.8704,2105.40643,16.477469999999983
1271,1271,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1.0,0.1,251.3041,255.55725,259.43038,262.79605,265.58576,267.78819,269.43724,270.59394,271.32672,271.69404,271.73179,271.44678,270.81666,269.796,268.32813,266.36131,263.8669,260.85604,257.39053,253.5847,295.2326202639109,338.5699854717079,474.8704,492.05794,1630.5360300000002,16.477469999999983
1272,1272,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,2.0,0.2,290.11079,285.28668,281.01161,277.45566,274.69241,272.70536,271.4128,270.70398,270.47856,270.68211,271.33262,272.53415,274.47472,277.40656,281.60794,287.32918,294.73054,303.82396,314.43415,326.19239,339.9714256742933,361.8833314435301,966.92834,296.93176000000005,1138.47809,16.477469999999983
1273,1273,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,3.0,0.3,329.06733,318.62149,309.04002,300.63694,293.6141,288.06317,283.9867,281.33045,280.01815,279.98157,281.18083,283.61293,287.30834,292.3173,298.68812,306.44087,315.5408,325.87649,337.24794,349.3687,212.40582189409224,352.38768253001655,1263.8601,157.7180199999998,841.5463299999999,16.477469999999983
1274,1274,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,4.0,0.4,226.52692,239.87294,251.79542,261.86919,269.93868,276.109,280.69197,284.12674,286.89662,289.45916,292.19848,295.40117,299.2517,303.84109,309.18271,315.23079,321.89853,329.07406,336.63297,344.44687,317.05354996034504,342.35228630290675,1421.57812,138.06403,683.8283100000001,16.477469999999983
1275,1275,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,5.0,0.5,308.96172,301.48029,295.12819,290.26415,287.05587,285.48995,285.41385,286.59385,288.77212,291.71026,295.21357,299.13707,303.37854,307.86554,312.54264,317.36259,322.28285,327.26625,332.28363,337.31568,371.5315808427154,309.490475556062,1559.64215,78.5943400000001,545.7642800000001,16.477469999999983
1276,1276,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0,6.0,0.6,357.91786,344.93352,333.13528,322.94939,314.63891,308.29905,303.87641,301.20296,300.03444,300.08483,301.05223,302.63587,304.54681,306.51661,308.30775,309.72768,310.64548,311.00749,310.84651,310.27942,353.10397919795577,336.1660751410338,1638.23649,85.53593000000001,467.16994,16.477469999999983
1277,1277,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0,7.0,0.7,346.92361,340.85403,335.00931,329.50719,324.4654,319.9939,316.18547,313.10744,310.79738,309.26422,308.4946,308.46249,309.1391,310.49981,312.52543,315.19679,318.48387,322.33252,326.65362,331.31887,370.81633328044416,230.7031133302326,1723.77242,110.74370999999996,381.63401,16.477469999999983
1278,1278,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,8.0,0.8,362.7669,354.9482,347.56871,340.79634,334.74661,329.47747,324.989,321.2246,318.07094,315.35499,312.83924,310.2191,307.12824,303.1585,297.8987,290.99178,282.20287,271.48407,259.0175,245.22031,270.7061037982862,278.6504246162258,1834.51613,160.92921,270.8903,16.477469999999983
1279,1279,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,9.0,0.9,281.33633,291.27741,299.93851,306.90194,311.9585,315.10011,316.47822,316.34446,314.99131,312.70628,309.74626,306.33096,302.64915,298.86888,295.14362,291.60942,288.37273,285.49316,282.96853,280.72974,239.108578173806,322.6220517616491,1995.44534,109.96109,109.96109,16.477469999999983
1280,1280,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,0.0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,325.5256798166009,243.78617647999607,0.0,444.01591,4236.07104,-40.0
1281,1281,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1281.0,1.0,0.1,316.57238,308.02701,300.24127,293.46711,287.8343,283.35127,279.92482,277.39039,275.54367,274.16658,273.04433,271.9741,270.7685,269.25834,267.29813,264.77634,261.62921,257.85463,253.52108,248.76674,329.3811498439685,197.5335150812156,444.01591,483.15017,3792.05513,-29.64873
1282,1282,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,2.0,0.2,322.32602,315.4362,308.86136,302.72182,297.09822,292.02514,287.48853,283.42596,279.72868,276.24486,272.78393,269.12311,265.01797,260.21899,254.49541,247.66548,239.62938,230.39827,220.11145,209.03425,263.0901998377124,314.8989307670508,927.16608,530.14326,3308.90496,-20.97485999999998
1283,1283,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,3.0,0.3,268.46146,273.37724,277.44748,280.39773,282.09434,282.54278,281.86523,280.26886,278.0161,275.40528,272.7636,270.44837,268.84759,268.36964,269.41376,272.3193,277.30012,284.37917,293.34305,303.7354,241.6376841732109,318.6680477647594,1457.30934,405.56654,2778.7617,-30.457220000000007
1284,1284,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,4.0,0.4,247.90847,253.87868,259.28478,263.93083,267.70774,270.59963,272.67832,274.08916,275.03216,275.74171,276.46696,277.4537,278.92787,281.08023,284.05245,287.92507,292.7087,298.33992,304.68336,311.54096,297.09127194903465,177.71120973725186,1862.87588,406.1223700000001,2373.19516,-42.40037000000001
1285,1285,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,5.0,0.5,292.01424,287.27138,283.14587,279.83087,277.41,275.8584,275.0587,274.82264,274.90887,275.0311,274.85628,273.99853,272.01862,268.44039,262.79208,254.67374,243.84182,230.29192,214.31532,196.50672,311.7994136693178,274.282083293534,2268.99825,536.7687499999997,1967.07279,-37.14159999999998
1286,1286,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,6.0,0.6,306.11806,300.62952,295.49978,290.84618,286.72443,283.12638,279.98848,277.20934,274.67387,272.28102,269.97151,267.75091,265.70285,263.98673,262.81595,262.41673,262.97319,264.57055,267.15216,270.50499,319.7386166556853,326.86666306519226,2805.767,437.4144900000001,1430.30404,-29.873620000000017
1287,1287,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,1287.0,7.0,0.7,313.88727,308.16294,302.68087,297.53553,292.7966,288.51086,284.70948,281.41959,278.67801,276.54472,275.11355,274.51719,274.9237,276.52202,279.49595,283.98804,290.05889,297.65033,306.56248,316.45365,316.16897769918114,273.4677050996857,3243.18149,289.0669499999999,992.88955,-24.48914000000002
1288,1288,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,1288.0,8.0,0.8,311.96291,307.81138,303.77157,299.9051,296.27812,292.95942,290.01628,287.50812,285.47824,283.94427,282.88841,282.24962,281.92036,281.75111,281.56472,281.18093,280.44783,279.27369,277.65061,275.66174,209.6333142321521,291.73108986619536,3532.24844,286.51757,703.8226,-20.040579999999977
1289,1289,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,9.0,0.9,224.20399,237.99855,250.35269,260.79997,269.11429,275.30471,279.57114,282.23786,283.6839,284.28493,284.37487,284.22759,284.05456,284.01146,284.20729,284.71131,285.55616,286.73791,288.21578,289.91442,184.3289349377671,227.10558574569177,3818.76601,417.30503,417.30503,-37.69529
1290,1290,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,0.0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,237.97901834562023,275.8993521645482,0.0,464.73745,6744.81309,-40.0
1291,1291,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1291.0,1.0,0.1,243.94816,249.64497,254.83451,259.34796,263.09709,266.07314,268.33278,269.97661,271.12632,271.90541,272.42605,272.78232,273.04863,273.28113,273.52044,273.79405,274.11812,274.49841,274.93118,275.40431,371.9579502380358,193.16069266886967,464.73745,505.25256999999993,6280.07564,-46.92685999999998
1292,1292,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,2.0,0.2,353.3582,335.7026,319.79858,306.2118,295.21323,286.78377,280.66489,276.4339,273.58111,271.57136,269.88235,268.02198,265.53373,262.00197,257.06704,250.45438,242.01456,231.76399,219.91166,206.85834,186.79636425558672,282.5766309509878,969.99002,580.34943,5774.82307,-26.21623
1293,1293,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,1293.0,3.0,0.3,205.50723,223.07324,238.52148,251.18123,260.7447,267.25266,271.02086,272.53652,272.35632,271.02911,269.05358,266.86778,264.85801,263.37102,262.71555,263.14604,264.82982,267.80815,271.96608,277.02644,309.8287307545673,181.74319989266257,1550.33945,652.4740200000001,5194.47364,-45.74734000000001
